No,Title,Tags,Status,Link
3579,npm-update does NOT follow SemVer,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3579
3576,[BUG] `npm ping` freezes when internet is off,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3576
3574,[BUG] v7 erroneously reports removal of packages,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3574
3571,[BUG] npm ci & npm install fails since 7.20.0,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3571
3543,[BUG] Add command example for `npm publish --workspace`,Release 7.x;Priority 2;Documentation,Open,https://github.com/npm/cli/issues/3543
3531,[BUG] npm audit fix is not returning the arborist diff,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3531
3500,[BUG] npm install on workspace: npm ERR! Cannot read property 'parent' of null`,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3500
3466,[BUG] Workspaces - bundledDependencies missing in tarball after npm pack,Release 7.x;Bug;Priority 2;config:workspaces;ws:libnpmpack,Open,https://github.com/npm/cli/issues/3466
3441,npm config edit user or group - not working,Release 7.x;platform:windows;Priority 2,Open,https://github.com/npm/cli/issues/3441
4392,"[FEATURE] Show HTTP Body in case of an error, e.g. Bad Request 400 ",Enhancement;Needs Discussion,Open,https://github.com/npm/cli/issues/4392
3419,[BUG] npm ci is slow removing existing node_modules,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3419
3411,[BUG] Npm not installing expected package version,Needs Discussion;Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3411
3370,[BUG] Unable to update npm from 6.14.13 -> 7.16.0,Needs Discussion;Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3370
3359,"[BUG] `npm install` started to hang on ""still idealTree buildDeps"" for 60 seconds if there are dependencies pointing to specific gitlab repository url (a regression compared to npm v6)",Release 7.x;Release 8.x;Bug;Priority 2;cmd:install,Open,https://github.com/npm/cli/issues/3359
3354,"[BUG] When run script loglevel is ignored unless set to ""silent""",Enhancement;Needs Discussion;Release 7.x;Priority 2;cmd:run-script;config:display,Open,https://github.com/npm/cli/issues/3354
3350,[BUG] Extra .npm directory created in user's home while npm_config_cache set ,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/3350
3341,[BUG] gypfile:false no more honored,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3341
3338,[BUG] npm audit not finding vulnerabilities,Release 8.x;Bug;Priority 2;cmd:audit,Open,https://github.com/npm/cli/issues/3338
3334,[BUG] npm pack does not include certain README/LICENSE/NOTICE files in archive,Needs Discussion;Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3334
3326,NPM not working Windows ,Release 7.x,Open,https://github.com/npm/cli/issues/3326
3321,[QUESTION] Effect of strict-ssl=false is unclear,Awaiting Information;Release 7.x,Open,https://github.com/npm/cli/issues/3321
3299,[BUG] npm run fails on Windows when project folder is case sensitive,Release 7.x;Bug;platform:windows;cmd:run-script,Open,https://github.com/npm/cli/issues/3299
3291,[BUG] Installing local package with npm v7 in Windows partially modify package-lock with backslashes,Release 7.x;Release 8.x;Bug;platform:windows;Priority 2;Release 9.x;config: lockfile,Open,https://github.com/npm/cli/issues/3291
3284,[BUG] NPM v7.11.0 private registry authentication 401 with username/password,Needs Discussion;Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3284
3267,[BUG] Broken package-lock/node_modules with missing/extraneous dependency,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3267
3266,[BUG] EPIPE error occurred during publish usign npm 7,Release 7.x;Bug;Priority 2;ws:libnpmpublish,Open,https://github.com/npm/cli/issues/3266
3261,[BUG] Permission denied when installing a git+ssh:// dependency with key loaded by ssh-agent,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3261
3254,[BUG] npm update where package.json has rel-path-to-local-pkg on windows makes bad junction,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3254
3240,[BUG] Install issues for package both in devDependencies and peerDependencies,Release 7.x;Bug;Priority 2;ws:arborist,Open,https://github.com/npm/cli/issues/3240
3238,[BUG] npm version `--force` option is not implemented,Release 7.x;Bug;Priority 2;cmd:version,Open,https://github.com/npm/cli/issues/3238
3230,[BUG] Optional dependencies aren't optional for npm 6 (backwards compat.) if npm 7 regenerates the lock,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3230
3229,[BUG] TAR_BAD_ARCHIVE: Unrecognized archive format,Release 7.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/3229
3225,[BUG] Running `npm install` modifies `package-lock.json` when no changes were made,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3225
3208,[BUG] Big performance issues and possible memory leak,Release 7.x;Release 8.x;Bug;Priority 1;perf,Open,https://github.com/npm/cli/issues/3208
3194,[BUG] `npm install` fails with npm ERR! Cannot read property 'sourceReference' of null,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3194
3184,[BUG] npm view --json outputs illegal JSON for existing package but non-existent version,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3184
4280,FEATURE(arborist) log warning when saving lockfile lacking resolved/integrity for non-bundled dependencies,Enhancement;ws:arborist,Open,https://github.com/npm/cli/issues/4280
3177,[BUG] npm link does not inform about symlinked packages to global node_modules anymore,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3177
4281,feature(arborist) build-ideal-tree should maybe disregard the package-lock for nodes that have been changed in package.json,Enhancement;ws:arborist,Open,https://github.com/npm/cli/issues/4281
3169,[BUG] install github private package error,Release 7.x;Bug;platform:windows,Open,https://github.com/npm/cli/issues/3169
3160,[BUG] npm does not update any dependencies `package.json` has a `file:` dependency in a certain state,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3160
3154,[BUG] aliased dependencies incorrectly de-dupe a transitive dependency,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/3154
3141,[BUG] Removed modules left behind in package-lock.json if they were installed from a local folder,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3141
3136,"[BUG]  Arguments are not correctly passed from CLI to npm script (npm 7, Windows, Powershell)",Release 7.x;Bug;platform:windows;Priority 2,Open,https://github.com/npm/cli/issues/3136
3112,[BUG] Global install shows funding message but can't get info,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3112
3103,[BUG] Switching back to npm 6 from npm 7 results in install error,Release 7.x;Release 8.x;Bug;Priority 2;cmd:install;config: lockfile,Open,https://github.com/npm/cli/issues/3103
3091,[BUG] Update notice has black background even on white terminals,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3091
3088,"Performance: Running `npm` on Windows runs `node` executable twice (which is slow), to find the prefix",Release 7.x;Release 8.x;Bug;platform:windows;Priority 2,Open,https://github.com/npm/cli/issues/3088
3070,[BUG] `npm diff` expands filenames passed to it,Release 7.x;Release 8.x;Bug;Priority 2;cmd:diff,Open,https://github.com/npm/cli/issues/3070
3068,[BUG] `npm ls --all` does not list dependency tree without node_modules,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3068
3022,[BUG] $npm_package_dependencies_* are no longer set in v7,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3022
3018,[BUG] `npm run dev` result in 'rollup' is not recognized as an internal or external command,Release 7.x;Bug;platform:windows,Open,https://github.com/npm/cli/issues/3018
3004,[BUG] npm update does not work with scoped private packages,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/3004
2989,[BUG] Workspaces hoisted package is not resolving to dependent's peer dependencies,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2989
2968,[BUG] `npm install -g` doesn't install local dependencies in v7,Needs Discussion;Release 7.x;Release 8.x;Priority 2;Documentation;cmd:install,Open,https://github.com/npm/cli/issues/2968
2955,[BUG] No Debug Information in `Integrity checksum failed` Error,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2955
2924,[BUG] Shared dependencies installs multiple versions of React.,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2924
2921,[BUG] Dev dependency should not throw “unsupported platform” error when using --production flag on npm install,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2921
2914,"[BUG] Man pages are deleted, but not reinstalled",Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2914
2891,[BUG] Permission denied (publickey) when installing from private Git repository on Windows,Release 7.x;Bug;platform:windows;Priority 1,Open,https://github.com/npm/cli/issues/2891
2877,[BUG] `npx@7` silently errors with `could not determine executable to run` when trying to run a package bin script,Release 7.x;Bug;Priority 2;cmd:exec,Open,https://github.com/npm/cli/issues/2877
2871,[BUG] npm version command issuing invalid git command to check repository status,Documentation;cmd:version,Open,https://github.com/npm/cli/issues/2871
4285,[BUG] Can't dedupe deps in workspaces/links with lockfiles,Bug;Priority 2;ws:arborist,Open,https://github.com/npm/cli/issues/4285
2853,postinstall not being executed for pngquant-bin on MacOS,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2853
2852,[BUG] Cannot set _auth without first setting email,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2852
2839,"[BUG] config var ""`node-gyp`"" not respected in npm 7",Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2839
2835,[BUG] EINVALIDPACKAGENAME on npm update -g,Release 7.x;Bug;platform:windows;Priority 2,Open,https://github.com/npm/cli/issues/2835
4287,[BUG] npm link removes previously linked module,Bug;Priority 2;ws:arborist,Open,https://github.com/npm/cli/issues/4287
2828,[BUG] npm link confused by symlinks (windows),Release 7.x;Bug;platform:windows;Priority 2,Open,https://github.com/npm/cli/issues/2828
2811,[BUG] npm_package_from not set in lifecycle,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2811
2798,[BUG] npm 7.6.0 audit fix --force recommends running npm audit fix --force (the same command) to fix issues.,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2798
2788,[BUG] npm outdated now hard to read,Release 7.x;Release 8.x;Bug;Priority 2;cmd:outdated,Open,https://github.com/npm/cli/issues/2788
2783,[BUG] workspace packages using different major versions of the same package causes issues,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2783
2779,[BUG] npm audit - explain and show data send to the registry,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2779
2774,[BUG] Lost support submodules,Release 7.x;Release 8.x;Bug;Priority 1;Release 9.x;Release 10.x,Open,https://github.com/npm/cli/issues/2774
2773,[BUG] Version 7.x Nerfs JSON Output for Install Command,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2773
2756,[BUG] Changing version in prepublishOnly-Script has incorrect output,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2756
2744,[BUG] unable to resolve dependency tree,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2744
4289,[doc](arborist) document when a node would not contain a resolved field,Documentation;ws:arborist,Open,https://github.com/npm/cli/issues/4289
2725,[BUG] npm install asking for a password on nested private packages using git+ssh.,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2725
2660,[BUG] Preinstall script runs after installing dependencies,Release 7.x;Bug;Priority 1,Open,https://github.com/npm/cli/issues/2660
2650,[BUG] not installing peer dependencies for workspaces if they are not nested inside the root package,Enhancement;Release 7.x;Documentation,Open,https://github.com/npm/cli/issues/2650
2643,`npm install --before` does not ignore `node_modules/.package-lock.json`,Release 7.x;Release 8.x;Bug;Priority 1;Release 9.x;Release 10.x,Open,https://github.com/npm/cli/issues/2643
2635,[BUG] npm install command without specific dependency re-orders entire lockfile,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2635
2628,[BUG] npm install in workspace root installs optional peer dependencies of workspace package dependencies,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2628
2619,[BUG] npm 7 + Azure Devops Artifacts,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2619
2610,[BUG] NPM v7 uses SSH instead of an explicit HTTPS for GitHub repos,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2610
2606,"[BUG] package.json has ""lockfileVersion"": 2 but is missing ""hasInstallScript"": true",Release 7.x;Bug;Priority 1,Open,https://github.com/npm/cli/issues/2606
2603,[BUG] npx appears to be broken in latest release,Release 7.x;Bug;platform:windows;cmd:exec,Open,https://github.com/npm/cli/issues/2603
2541,[BUG] Package variable replacement in package scripts fails with names containing hyphens,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2541
2516,[BUG] npm install fails to resolve proxy server address,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2516
2491,[BUG] `bundledDependencies` does not bundle relevant executables,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2491
2480,[BUG] 404 on unpublish does not show up on cli,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2480
2452,[BUG] Broken link in npm v7 series beta re. $npm_package_* environment variables (now gone),Release 7.x;Documentation,Open,https://github.com/npm/cli/issues/2452
2447,[BUG] Workspace symlinks go to wrong path if directory path starts with ~ ,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2447
2405,[BUG] npm treat every path from gitlab as git url even it is a dist path to .tgz,Release 7.x;Release 8.x;Bug;Priority 2;cmd:install,Open,https://github.com/npm/cli/issues/2405
2380,"[BUG] npm install removes linked packages, npm link replaces linked package contents",Release 7.x;Bug;platform:windows,Open,https://github.com/npm/cli/issues/2380
2262,[BUG] npm ls breaks when private repo dependency uses semver: for version matching,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2262
2207,[BUG] Workspaces - bundledDependencies not installed,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2207
2145,[BUG] npm7 does not create transitive node_module folders for dependencies referenced via file:/,Release 7.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/2145
2143,[BUG] NPM tries to download transitive bundledDependencies,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2143
2076,[BUG] npm link and dependency hoisting don't play nice?,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/2076
2070,[Feature] Add number of vuln count per type to npm audit fix output,Enhancement;Release 7.x,Open,https://github.com/npm/cli/issues/2070
2028,bring back `--only=dev` and `--only=prod` for npm v7,Enhancement;Release 7.x,Open,https://github.com/npm/cli/issues/2028
2011,[BUG] Install and CI performance is significantly worse than npm@6,Release 7.x;Release 8.x;Bug;Priority 1;perf,Open,https://github.com/npm/cli/issues/2011
2010,[BUG] npm-version does not git-commit nor git-tag when package in subdirectory,Release 7.x;Release 8.x;Bug;Priority 2;cmd:version,Open,https://github.com/npm/cli/issues/2010
1999,[BUG] install/etc with --dry-run outputs misleading info (since it didn't actually do stuff),Release 7.x;Bug;Priority 2;cmd:update,Open,https://github.com/npm/cli/issues/1999
4292,[FEATURE](arborist) add trackers for `audit`,Enhancement;Priority 2;ws:arborist,Open,https://github.com/npm/cli/issues/4292
1422,[BUG] npm prune --production rebuilds packages installed from github,Release 7.x;Bug,Open,https://github.com/npm/cli/issues/1422
780,[BUG] Man pages in sections 5 and 7 don’t have “npm-” prefix since 6.13.0,Enhancement;Release 8.x;Priority 2,Open,https://github.com/npm/cli/issues/780
7266,"[BUG] audit signatures Internal Server Error ""Buffer is not defined""",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7266
7261,[BUG] login with otp will get 404,Registry;Bug;Release 10.x,Closed,https://github.com/npm/cli/issues/7261
7260,[BUG] <title>,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7260
7259,[BUG] Incorrect dependencies installed when installing from tarball ,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7259
7250,[BUG] Error on prebuild-install,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7250
7248,npm doesnt create node_modules or package-lock.json in workspaces,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7248
7243,[BUG] cannot star a module,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7243
7241,BUG[BUG] <title>,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7241
7240,[BUG] <title>BUG,,Closed,https://github.com/npm/cli/issues/7240
7235,Request for patched npm version to address ip package vulnerability (CVE-2023-42282),,Closed,https://github.com/npm/cli/issues/7235
7234,[BUG] <pnpm did it - why not npm as well? >,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7234
7232,[BUG] E404 Not Found - GET https://registry.npmjs.org/create-index.js,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7232
7229,"when npm unpublish package, show 422 Unprocessable Entity",,Closed,https://github.com/npm/cli/issues/7229
7224,[FEATURE] npm ci --global is not supported,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7224
7223,[BUG] release `npm` with upgraded dependencies to address critical `CVE-2023-42282`,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7223
7222,NPM error Cannot read properties of undefined (reading 'isServer'),,Closed,https://github.com/npm/cli/issues/7222
7219,"[BUG] Support for package.js to avoid json problems (comments, dangling commas etc)",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7219
7216,Server-Side-Request Forgery vulnerability introduced in npm 10.4 [BUG] <title>,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7216
7215,No copy buttons for the command for any npm package,,Closed,https://github.com/npm/cli/issues/7215
7191,"npm ci is failing intermittently with ""error cb() never called!"" Node@14.16.1 and npm@6.14.12 ",,Closed,https://github.com/npm/cli/issues/7191
7189,[BUG] Packages with names that collide with CLI commands introduce vulnerabilities into projects by mistake,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7189
7185,[BUG] <title> Offline update to npm 9.8.1,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/7185
7181,Errors installing playwright,,Closed,https://github.com/npm/cli/issues/7181
7177,Package manifest file so large that it breaks Nexus RM proxy,,Closed,https://github.com/npm/cli/issues/7177
7172,NPM FAILURE ,,Closed,https://github.com/npm/cli/issues/7172
7170,"[GitHub Settings feature request] Put ""Steps To Reproduce"" above ""Current/Expected Behavior"" in GH bug template",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7170
7165,Disfruta de Astrix - Artcore (Hi Profile Remix) en YouTube Music,,Closed,https://github.com/npm/cli/issues/7165
7164,24 packages are looking for funding and npm WARN cli npm v10.3.0 does not support Node.js v18.16.1.,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7164
7161,[DOCS] The latest version of python (3.12) doesn't support node-gyp,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/7161
7160,I can't reset password,,Closed,https://github.com/npm/cli/issues/7160
7155,[BUG] NPX command sometime it can't find packages,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7155
7153,[BUG] Offline update of form 6.x to 9.8.1 version,Bug;Needs Triage;Release 9.x;invalid,Closed,https://github.com/npm/cli/issues/7153
7151,npm link with monorepo only links at the root,,Closed,https://github.com/npm/cli/issues/7151
7146,[BUG] Issues running npm run dev in WSL2,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7146
7145,[BUG] Unable to configure hook,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7145
7136,Error when tried to download artillery,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7136
7135,Error: Warning: Ignoring extra certs,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7135
7134,npm WARN EBADENGINE Unsupported engine,,Closed,https://github.com/npm/cli/issues/7134
7131,[BUG] `npm audit` erroneously reports issue when workspace named the same as an npm package,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7131
7120,"[BUG] Can't do an unattended unpublish, silent failure when using an automate token",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7120
7117,[DOCS] when will aurgmentless `npm install` update lock file? ,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/7117
7116,[BUG]  Exit handler never called!,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/7116
7109,[BUG] npm exit status should be indicative of the error,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7109
7108,"[FEATURE] Make it so the command in the ""npm available update"" message can be changed.",,Closed,https://github.com/npm/cli/issues/7108
7104,[BUG] npm addUser redirects to login instead of sign up,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/7104
7098,macOS problem,,Closed,https://github.com/npm/cli/issues/7098
7093,[BUG] NPM update issues,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7093
7069,[ENHANCEMENT] Implement `--env-file` option in npm-run-script,,Closed,https://github.com/npm/cli/issues/7069
7057,[BUG] Installing a package globally also installs its peerDependencies even if they are already available globally,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7057
7056,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/7056
7046,Thanks,,Closed,https://github.com/npm/cli/issues/7046
7045,[BUG] < Cannot find module @rollup/rollup-win32-x64-msvc. npm has a bug related to optional dependencies>,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7045
7043,[BUG] `publishConfig.registry` in `package.json` should take higher priority than project level `.npmrc`,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/7043
7041,[BUG] `npx` doesn't handle package aliases nicely,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7041
7037,[DOCS] How to read and resolve npm dependency conflict error messages,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/7037
7034,NPM v10.2.3 on Node.js v20.10.0 in AIX 7.2 TL5 the npm start is not working,,Closed,https://github.com/npm/cli/issues/7034
7032,[BUG] Why is `npm` run writing into the `.npm/_logs` directory or creating it?,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7032
7031,npm ERR! Exit handler never called!,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7031
7024,[BUG] npm@10 refuses to install packages from GitHub package registry,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7024
7023,"8 vulnerabilities (2 moderate, 6 high)[BUG] <title>",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7023
7020,Mon compte privé,,Closed,https://github.com/npm/cli/issues/7020
7016,Ignore a particular package from appearing in `package-lock.json`,,Closed,https://github.com/npm/cli/issues/7016
7015,[BUG] `npm unpublish --force <package-name>@<version>` deletes all versions ,Bug;Priority 0;Release 10.x,Closed,https://github.com/npm/cli/issues/7015
7012,[BUG] npm install causes TypeError,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7012
7007,[BUG] npm pack adds files not specified in package.json,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7007
7006,[BUG] No bound on size of npm cache ,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7006
7003,ENOTFOUND ERROR [BUG] <title>,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/7003
7002,[BUG] url prompt opener does not handle missing opener command,Bug;Priority 1;Release 10.x,Closed,https://github.com/npm/cli/issues/7002
7000,[BUG] npm ci check fails to notice package.json dependencies update,Bug;Priority 1;Release 10.x,Closed,https://github.com/npm/cli/issues/7000
6983,[BUG] <title>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6983
6982,[BUG] Unable to download some packages ,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6982
6981,zcvzxz,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6981
6980,[BUG] `npm update --save` after `npm update` doesn't update `package.json`,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6980
6975,[BUG] random 404s when installing private package.,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6975
6971,"[BUG] npm ERR! enoent ENOENT: no such file or directory, lstat 'C:\Users\userName\AppData\Roaming\npm'",Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6971
6966,"[BUG] SBOM generation for SPDX generates invalid format for licenses - `Invalid type. Expected: string, given: object`",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6966
6965,Exit handler never called,,Closed,https://github.com/npm/cli/issues/6965
6964,[BUG] npm Can't find path to an installed module's command.,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6964
6962,Sudden odd behaviour with npm install and lock file,,Closed,https://github.com/npm/cli/issues/6962
6961,[New: Memory Leaked] Possible EventEmitter memory leak detected,Bug;Needs Triage;Priority 2;Release 10.x,Closed,https://github.com/npm/cli/issues/6961
6957,[BUG] NPM install ignores HTTPS_PROXY envvar,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6957
6956,using npm install found a error: npm verb stack Error: No workspaces found: npm verb stack   --workspace=[],Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6956
6955,[BUG] concurrent npx calls break module installation,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6955
6950,[BUG] Exit handler never called!,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6950
6948,"[BUG] with strict-ssl set to false v10 now does bad requests and gets ""the plain http request was sent to HTTPS port""",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6948
6940,Add npm init option to generate a .gitignore file containing node_modules,,Closed,https://github.com/npm/cli/issues/6940
6939,[BUG] NPM Publish seems to not read package.json's publishConfig,Bug;Priority 1;Release 10.x,Closed,https://github.com/npm/cli/issues/6939
6936,[BUG] pack and publish don't respect inverse glob,Bug;Release 9.x,Closed,https://github.com/npm/cli/issues/6936
6930,[BUG] Proxy environment variables ignored,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6930
6929,Update semver to Fix CVE-2022-25883,,Closed,https://github.com/npm/cli/issues/6929
6922,[BUG] npm doesn't reconcile peer and dev dependencies,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6922
6918,"[BUG] Unwxpwcted warning ""Removed invalid scripts"" on publish",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6918
6917,When we use keyboard keys unable to expand dropdown.,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6917
6909,Patcher 1.0.1 failed root patch post install[BUG] <title>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6909
6908,"[BUG] Nothing happens, no matter what command I use, seems like npm cannot access the internet.",Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6908
6907,"npm i not working in a monorepo with many npm packages inside, using npm workspaces",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6907
6905,[BUG] `npm install` does not follow the proxy setting for git-based deps,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6905
6904,[BUG] npx foo inside project: `sh: foo: command not found`,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6904
6901,[BUG] npm 10.2.0 npm publish to github get 400 Bad request response,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6901
6900,Npm,,Closed,https://github.com/npm/cli/issues/6900
6896,[BUG] npm install fails if lockfile resolved url not accessible (not sure if bug?),Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6896
